时间,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),涨跌(元),涨跌幅(%),成交量(手),成交金额(元),换手率(%),,,
2013-09-23,3822.123,3830.947,3899.86,3830.947,3899.625,77.502,2.0277,56527139,56490895298,1.7095,,,
2013-09-24,3899.625,3897.409,3915.983,3864.44,3903.518,3.893,0.0998,65079754,63947874499,1.9676,,,
2013-09-25,3903.518,3899.612,3930.602,3881.599,3889.221,-14.297,-0.3663,70191622,67886689453,2.1221,,,
2013-09-26,3889.221,3879.476,3883.392,3806.641,3808.216,-81.005,-2.0828,59027573,56763483787,1.7846,,,
2013-09-27,3808.216,3805.497,3841.544,3802.901,3822.758,14.542,0.3819,43549266,44024203903,1.3165,,,
2013-09-30,3822.758,3834.17,3873.493,3834.012,3872.893,50.135,1.3115,39454582,41763486724,1.1876,,,
2013-10-08,3872.893,3875.522,3938.068,3866.677,3938.068,65.175,1.6829,55134379,55498920949,1.6596,,,
2013-10-09,3938.068,3928.399,3981.446,3915.73,3981.058,42.99,1.0917,60214012,58126060073,1.8125,,,
2013-10-10,3981.058,3990.779,4000.486,3947.841,3959.63,-21.428,-0.5382,69807454,66293048383,2.1013,,,
2013-10-11,3959.63,3975.109,4027.32,3975.109,4026.916,67.286,1.6993,72015582,68678643097,2.1673,,,
2013-10-14,4026.916,4034.189,4069.783,4024.591,4068.32,41.404,1.0282,74692288,72971055096,2.2479,,,
2013-10-15,4068.32,4074.827,4080.107,4043.793,4074.083,5.763,0.1417,75671782,72950258752,2.2702,,,
2013-10-16,4074.083,4063.823,4063.823,3941.589,3963.212,-110.871,-2.7214,77837952,75722341889,2.3352,,,
2013-10-17,3963.212,3980.466,4010.622,3944.974,3956.965,-6.247,-0.1576,66319178,63201376759,1.9876,,,
2013-10-18,3956.965,3954.585,3978.342,3937.24,3970.641,13.676,0.3456,50779601,48046875361,1.5184,,,
2013-10-21,3970.641,3977.261,4069.224,3968.393,4069.033,98.392,2.478,66057291,64778993477,1.9751,,,
2013-10-22,4069.033,4070.665,4089.096,4014.265,4026.516,-42.517,-1.0449,73645943,74639747692,2.2013,,,
2013-10-23,4026.516,4026.563,4039.425,3906.509,3924.219,-102.297,-2.5406,67708421,62951196833,2.0192,,,
2013-10-24,3924.219,3914.239,3933.73,3889.338,3898.156,-26.063,-0.6642,44942282,42767685473,1.3403,,,
2013-10-25,3898.156,3902.226,3916.924,3796.069,3821.779,-76.377,-1.9593,49905237,49387094110,1.4883,,,
2013-10-28,3821.779,3820.674,3828.723,3785.912,3808.703,-13.076,-0.3421,39569843,38708762881,1.18,,,
2013-10-29,3808.703,3801.934,3827.119,3600.434,3703.86,-104.843,-2.7527,55739762,51444644044,1.6621,,,
2013-10-30,3703.86,3694.312,3764.599,3688.386,3764.453,60.593,1.6359,41549282,38696491662,1.239,,,
2013-10-31,3764.453,3757.806,3757.806,3710.69,3713.829,-50.624,-1.3448,41787544,38030666070,1.2461,,,
2013-11-01,3713.829,3698.469,3720.436,3661.736,3702.445,-11.384,-0.3065,33387357,30914885339,0.9957,,,
2013-11-04,3702.445,3705.449,3744.588,3705.432,3728.188,25.743,0.6953,32852152,30522020115,0.9797,,,
2013-11-05,3728.188,3719.944,3777.626,3688.213,3777.404,49.216,1.3201,39498165,36353840607,1.1779,,,
2013-11-06,3777.404,3768.732,3799.825,3737.106,3737.106,-40.298,-1.0668,45097252,41298449908,1.3449,,,
2013-11-07,3737.106,3722.241,3734.863,3677.534,3685.04,-52.066,-1.3932,34814963,33087624802,1.0383,,,
2013-11-08,3685.04,3670.352,3678.228,3618.926,3629.94,-55.1,-1.4952,34946730,32624376264,1.0422,,,
2013-11-11,3629.94,3626.187,3659.655,3600.085,3645.84,15.9,0.438,27357500,26340249394,0.8124,,,
2013-11-12,3645.84,3645.373,3681.071,3634.868,3680.536,34.696,0.9517,30054981,28351838313,0.8925,,,
2013-11-13,3680.536,3677.353,3677.353,3611.76,3611.76,-68.776,-1.8686,32957286,30074798410,0.9787,,,
2013-11-14,3611.76,3602.852,3660.041,3575.837,3659.83,48.07,1.3309,33107759,31634533974,0.9832,,,
2013-11-15,3659.83,3661.282,3766.359,3661.282,3736.452,76.622,2.0936,48826910,47107809937,1.45,,,
2013-11-18,3736.452,3759.124,3828.016,3755.499,3827.882,91.43,2.447,56264006,53555697449,1.6658,,,
2013-11-19,3827.882,3830.45,3851.567,3814.523,3840.365,12.483,0.3261,50882611,49083845023,1.5065,,,
2013-11-20,3840.365,3842.25,3878.704,3827.384,3878.584,38.219,0.9952,48582895,46676500973,1.4384,,,
2013-11-21,3878.584,3865.569,3878.236,3838.541,3865.41,-13.174,-0.3397,53986873,49106389388,1.5983,,,
2013-11-22,3865.41,3868.497,3880.717,3835.918,3842.756,-22.654,-0.5861,49023979,45404286319,1.4514,,,
2013-11-25,3842.756,3834.808,3874.098,3824.647,3839.602,-3.154,-0.0821,46434888,42870008829,1.3705,,,
2013-11-26,3839.602,3837.873,3855.966,3822.133,3845.676,6.074,0.1582,42954415,40463719316,1.2677,,,
2013-11-27,3845.676,3843.651,3890.051,3837.139,3889.755,44.079,1.1462,47221058,46761262261,1.3936,,,
2013-11-28,3889.755,3897.255,3945.534,3895.11,3922.666,32.911,0.8461,55447964,53130333534,1.6364,,,
2013-11-29,3922.666,3924.416,3947.914,3919.725,3946.383,23.717,0.6046,48473246,49411282588,1.4306,,,
2013-12-02,3946.383,3870.029,3905.679,3737.318,3770.865,-175.518,-4.4476,66783091,64791454017,1.9705,,,
2013-12-03,3770.865,3755.186,3861.158,3750.962,3859.955,89.09,2.3626,46942058,45238703134,1.3851,,,
2013-12-04,3859.955,3856.349,3959.107,3852.475,3932.998,73.043,1.8923,64141883,61605073281,1.8926,,,
2013-12-05,3932.998,3931.142,3944.702,3911.266,3928.724,-4.274,-0.1087,49524276,48484984771,1.4613,,,
2013-12-06,3928.724,3924.642,3941.538,3906.799,3918.783,-9.941,-0.253,42822790,41729852635,1.2521,,,
2013-12-09,3918.783,3928.164,3948.059,3924.813,3947.704,28.921,0.738,40104738,40766212303,1.1727,,,
2013-12-10,3947.704,3948.571,3965.163,3930.002,3950.486,2.782,0.0705,45884254,45669979651,1.3417,,,
2013-12-11,3950.486,3941.904,3941.904,3878.327,3906.78,-43.706,-1.1063,46188047,43699030434,1.3506,,,
2013-12-12,3906.78,3903.448,3943.028,3900.953,3916.962,10.182,0.2606,39090674,38454526925,1.1431,,,
2013-12-13,3916.962,3901.988,3932.887,3886.969,3925.434,8.472,0.2163,35894549,35209975010,1.0496,,,
2013-12-16,3925.434,3929.377,3932.598,3854.468,3857.715,-67.719,-1.7251,41047676,40162442147,1.1036,,,
2013-12-17,3857.715,3854.785,3867.778,3824.972,3834.027,-23.688,-0.614,31875311,31628625524,0.948,,,
2013-12-18,3834.027,3836.023,3855.359,3819.069,3834.045,0.018,0.0005,26983216,26497719257,0.8025,,,
2013-12-19,3834.045,3840.28,3859.217,3793.398,3795.023,-39.022,-1.0178,28183488,27594027322,0.8382,,,
2013-12-20,3795.023,3792.676,3807.552,3736.399,3747.002,-48.021,-1.2654,29200456,28581621657,0.8685,,,
2013-12-23,3747.002,3745.941,3757.388,3687.397,3742.738,-4.264,-0.1138,26690131,26950008205,0.7929,,,
2013-12-24,3742.738,3746.646,3799.769,3738.765,3768.703,25.965,0.6937,28610148,29958058529,0.8499,,,
2013-12-25,3768.703,3766.201,3808.46,3756.713,3808.453,39.75,1.0547,26951988,29515512213,0.8007,,,
2013-12-26,3808.453,3809.503,3809.503,3741.609,3743.132,-65.321,-1.7152,33116048,33000779620,0.9838,,,
2013-12-27,3743.132,3737.645,3809.467,3734.654,3800.774,57.642,1.5399,32215142,31632394151,0.957,,,
2013-12-30,3800.774,3815.682,3828.968,3803.793,3813.003,12.229,0.3218,31654040,30936808450,0.9389,,,
2013-12-31,3813.003,3805.696,3829.802,3789.817,3829.096,16.093,0.4221,29276062,29310880036,0.8647,,,
2014-01-02,3829.096,3823.316,3848.253,3813.806,3847.879,18.783,0.4905,30800260,31417807017,0.9096,,,
2014-01-03,3847.879,3841.219,3843.36,3802.992,3816.316,-31.563,-0.8203,34817561,35851633239,1.0281,,,
2014-01-06,3816.316,3806.585,3806.585,3709.909,3710.898,-105.418,-2.7623,34511866,33089075606,1.0191,,,
2014-01-07,3710.898,3699.901,3740.717,3688.421,3733.662,22.764,0.6134,27208621,27587590271,0.8034,,,
2014-01-08,3733.662,3735.503,3768.503,3726.114,3738.205,4.543,0.1217,31943441,32589003760,0.9432,,,
2014-01-09,3738.205,3732.861,3768.618,3693.64,3696.023,-42.182,-1.1284,33354135,34352021520,0.9849,,,
2014-01-10,3696.023,3685.019,3689.187,3619.679,3628.634,-67.389,-1.8233,31393303,29759859726,0.9252,,,
2014-01-13,3628.634,3628.533,3657.686,3588.742,3612.02,-16.614,-0.4579,27842415,27652484466,0.8205,,,
2014-01-14,3612.02,3610.638,3683.534,3601.993,3683.534,71.514,1.9799,28565104,27864934160,0.8418,,,
2014-01-15,3683.534,3681.042,3708.542,3675.635,3708.142,24.608,0.6681,29479193,30178561089,0.8687,,,
2014-01-16,3708.142,3709.383,3738.083,3703.191,3714.314,6.172,0.1664,29583312,29674608914,0.8718,,,
2014-01-17,3714.314,3704.356,3704.96,3669.587,3671.915,-42.399,-1.1415,25325293,25832781201,0.7463,,,
2014-01-20,3671.915,3666.303,3680.01,3627.65,3644.125,-27.79,-0.7568,23805747,24791854467,0.7014,,,
2014-01-21,3644.125,3645.344,3700.594,3645.344,3700.108,55.983,1.5363,28497804,29215573162,0.8396,,,
2014-01-22,3700.108,3707.082,3799.057,3707.033,3799.042,98.934,2.6738,41849047,42102246756,1.233,,,
2014-01-23,3799.042,3801.749,3841.028,3795.475,3825.486,26.444,0.6961,40705802,44043320024,1.1993,,,
2014-01-24,3825.486,3817.078,3890.528,3811.137,3882.668,57.182,1.4948,45790748,48820004180,1.3491,,,
2014-01-27,3882.668,3867.566,3916.666,3854.866,3881.947,-0.721,-0.0186,42636805,45982997025,1.2562,,,
2014-01-28,3881.947,3882.006,3906.573,3847.029,3873.81,-8.137,-0.2096,31946533,35468332899,0.9381,,,
2014-01-29,3873.81,3878.314,3913.124,3878.314,3908.45,34.64,0.8942,33008381,36653826332,0.9692,,,
2014-01-30,3908.45,3900.013,3908.605,3877.57,3885.416,-23.034,-0.5893,28549940,30952128220,0.8371,,,
2014-02-07,3885.416,3864.891,3957.933,3854.982,3957.671,72.255,1.8596,34036566,37584978982,0.9959,,,
2014-02-10,3957.671,3972.857,4074.63,3972.857,4074.63,116.959,2.9552,57754949,62830622725,1.6895,,,
2014-02-11,4074.63,4081.544,4099.775,4031.951,4080.378,5.748,0.1411,61876821,66427604053,1.8101,,,
2014-02-12,4080.378,4083.819,4125.709,4064.346,4125.412,45.034,1.1037,59039266,60189976732,1.7271,,,
2014-02-13,4125.412,4123.215,4137.588,4064.423,4064.423,-60.989,-1.4784,61051500,62110135188,1.7855,,,
2014-02-14,4064.423,4063.791,4134.226,4060.092,4134.16,69.737,1.7158,50631158,52265409790,1.4808,,,
2014-02-17,4134.16,4152.041,4213.142,4152.041,4212.745,78.585,1.9009,62469417,65593955445,1.827,,,
2014-02-18,4212.745,4216.606,4219.034,4188.069,4207.699,-5.046,-0.1198,63913296,66766223925,1.8692,,,
2014-02-19,4207.699,4206.02,4232.877,4180.914,4207.994,0.295,0.007,61217761,63154497739,1.7904,,,
2014-02-20,4207.994,4211.696,4221.63,4139.199,4149.071,-58.923,-1.4003,62564478,62300133273,1.8298,,,
2014-02-21,4149.071,4142.3,4156.794,4085.817,4121.917,-27.154,-0.6545,48017883,47228926620,1.4043,,,
2014-02-24,4121.917,4102.559,4105.792,4043.506,4105.792,-16.125,-0.3912,51238733,52821387266,1.4951,,,
2014-02-25,4105.792,4109.494,4141.259,3937.174,3961.439,-144.353,-3.5158,65665271,70061216332,1.9151,,,
2014-02-26,3961.439,3941.118,3988.059,3883.963,3987.48,26.041,0.6574,48856736,49764846080,1.4249,,,
2014-02-27,3987.48,3992.716,4053.854,3932.311,3934.727,-52.753,-1.323,54510923,57316272091,1.5898,,,
2014-02-28,3934.727,3926.772,3976.128,3874.722,3975.929,41.202,1.0471,46601199,48254509395,1.3584,,,
2014-03-03,3975.929,3975.536,4059.187,3969.299,4058.799,82.87,2.0843,51290257,53495701236,1.4926,,,
2014-03-04,4058.799,4045.201,4067.425,4016.027,4059.567,0.768,0.0189,53655609,54602426627,1.5614,,,
2014-03-05,4059.567,4064.963,4075.753,4031.916,4037.784,-21.783,-0.5366,53143631,51928401778,1.5465,,,
2014-03-06,4037.784,4030.651,4042.214,3980.279,4032.756,-5.028,-0.1245,48189903,46614619335,1.4022,,,
2014-03-07,4032.756,4032.138,4051.032,3992.94,4012.447,-20.309,-0.5036,45686320,45596345165,1.3293,,,
2014-03-10,4012.447,3981.513,3981.513,3856.103,3860.244,-152.203,-3.7933,49665554,47348547414,1.444,,,
2014-03-11,3860.244,3848.17,3889.238,3826.928,3864.26,4.016,0.104,39939678,37450245319,1.161,,,
2014-03-12,3864.26,3857.577,3894.063,3803.732,3865.662,1.402,0.0363,41221160,36976695865,1.1982,,,
2014-03-13,3865.662,3865.916,3907.851,3861.706,3907.146,41.484,1.0731,37064658,34137589291,1.0773,,,
2014-03-14,3907.146,3891.196,3913.503,3860.317,3888.975,-18.171,-0.4651,35140833,33406192196,1.0214,,,
2014-03-17,3888.975,3889.904,3967.854,3889.904,3967.15,78.175,2.0102,39288171,38774435121,1.1412,,,
2014-03-18,3967.15,3970.664,4009.346,3968.889,3989.201,22.051,0.5558,44270842,44080433148,1.2854,,,
2014-03-19,3989.201,3979.246,3980.743,3944.091,3980.673,-8.528,-0.2138,42668958,39248886485,1.2383,,,
2014-03-20,3980.673,3973.15,4000.369,3876.428,3876.578,-104.095,-2.615,49863056,44829609970,1.447,,,
2014-03-21,3876.578,3857.823,3954.258,3828.92,3952.392,75.814,1.9557,52362721,45269601668,1.5196,,,
2014-03-24,3952.392,3954.054,3995.865,3944.692,3985.861,33.469,0.8468,54202978,45816784065,1.5729,,,
2014-03-25,3985.861,3977.878,4007.935,3967.621,3991.144,5.283,0.1325,53667026,45244076393,1.5569,,,
2014-03-26,3991.144,3997.174,4009.884,3987.192,4001.502,10.358,0.2595,46277502,39747128884,1.3397,,,
2014-03-27,4001.502,3994.817,3996.252,3943.792,3944.044,-57.458,-1.4359,49459872,41581287209,1.4324,,,
2014-03-28,3944.044,3935.198,3951.726,3855.478,3865.295,-78.749,-1.9967,53458265,43844891578,1.5482,,,
2014-03-31,3865.295,3865.004,3878,3815.739,3840.536,-24.759,-0.6405,38337778,31097095713,1.1092,,,
2014-04-01,3840.536,3836.502,3899.658,3835.227,3899.488,58.952,1.535,34655220,29332505803,1.0026,,,
2014-04-02,3899.488,3901.19,3922.079,3891.554,3902.043,2.555,0.0655,43981943,34207477515,1.2724,,,
2014-04-03,3902.043,3902.067,3919.169,3880.404,3896.28,-5.763,-0.1477,42342712,33958648555,1.225,,,
2014-04-04,3896.28,3888.729,3939.613,3881.964,3939.229,42.949,1.1023,38203218,32452790131,1.1052,,,
2014-04-08,3939.229,3927.506,3981.625,3918.976,3981.625,42.396,1.0763,42618208,37712924941,1.2317,,,
2014-04-09,3981.625,3987.425,4019.085,3987.425,4018.547,36.922,0.9273,43685035,39980312964,1.2626,,,
2014-04-10,4018.547,4022.048,4052.844,4012.659,4038.84,20.293,0.505,51174181,46752707217,1.479,,,
2014-04-11,4038.84,4021.964,4031.208,4001.797,4021.194,-17.646,-0.4369,43247393,39566857902,1.2495,,,
2014-04-14,4021.194,4019.505,4051.49,4018.736,4051.33,30.136,0.7494,41571742,37820284322,1.2004,,,
2014-04-15,4051.33,4050.333,4050.333,4015.089,4021.906,-29.424,-0.7263,45456868,41713771291,1.3126,,,
2014-04-16,4021.906,4010.358,4026.764,3992.496,4019.883,-2.023,-0.0503,38105115,34759895561,1.1003,,,
2014-04-17,4019.883,4025.377,4035.366,4012.71,4014.94,-4.943,-0.123,38718390,35587633381,1.118,,,
2014-04-18,4014.94,4006.875,4029.762,3995.549,4029.262,14.322,0.3567,34736479,32247621176,1.0029,,,
2014-04-21,4029.262,4004.614,4032.846,3962.286,3965.337,-63.925,-1.5865,40253951,38253411038,1.1622,,,
2014-04-22,3965.337,3957.22,3974.628,3889.777,3947.169,-18.168,-0.4582,41934820,39218301992,1.2092,,,
2014-04-23,3947.169,3942.498,3956.408,3913.175,3929.168,-18.001,-0.456,30741912,29374317387,0.8852,,,
2014-04-24,3929.168,3924.454,3931.512,3884.591,3884.811,-44.357,-1.1289,32345720,29781616866,0.9312,,,
2014-04-25,3884.811,3879.448,3886.763,3797.471,3800.681,-84.13,-2.1656,36000619,31763963150,1.0341,,,
2014-04-28,3800.681,3785.957,3785.957,3679.958,3684.593,-116.088,-3.0544,36670330,31495246462,1.0533,,,
2014-04-29,3684.593,3678.621,3739.249,3678.007,3738.926,54.333,1.4746,28297418,24757446877,0.8128,,,
2014-04-30,3738.926,3734.799,3770.727,3728.411,3766.17,27.244,0.7287,26592828,23450154334,0.7626,,,
2014-05-05,3766.17,3761.23,3798.359,3746.193,3798.288,32.118,0.8528,28615421,24739037389,0.8199,,,
2014-05-06,3798.288,3795.36,3831.413,3790.505,3817.98,19.692,0.5184,30600384,28050980592,0.8768,,,
2014-05-07,3817.98,3806.838,3806.838,3747.785,3749.965,-68.015,-1.7814,29363631,26315376425,0.8408,,,
2014-05-08,3749.965,3740.254,3798.215,3733.75,3754.011,4.046,0.1079,30515953,26226566995,0.8734,,,
2014-05-09,3754.011,3748.486,3752.455,3688.045,3716.022,-37.989,-1.012,29488834,25743202457,0.8427,,,
2014-05-12,3716.022,3738.667,3812.827,3730.954,3812.758,96.736,2.6032,42454809,36840651775,1.2124,,,
2014-05-13,3812.758,3810.491,3819.753,3788.456,3806.89,-5.868,-0.1539,35814980,31736405914,1.0222,,,
2014-05-14,3806.89,3805.147,3816.405,3796.107,3803.803,-3.087,-0.0811,28307555,24921685301,0.8079,,,
2014-05-15,3803.803,3797.12,3799.079,3728.318,3732.337,-71.466,-1.8788,30771182,27786830239,0.8771,,,
2014-05-16,3732.337,3722.556,3733.28,3685.074,3726.656,-5.681,-0.1522,26713346,23727980955,0.7607,,,
2014-05-19,3726.656,3722.391,3722.391,3679.637,3705.364,-21.292,-0.5713,24203591,21748598388,0.6892,,,
2014-05-20,3705.364,3720.226,3748.753,3708.141,3715.71,10.346,0.2792,24846022,23170288220,0.7074,,,
2014-05-21,3715.71,3708.121,3747.551,3680.886,3747.334,31.624,0.8511,24046891,21705642894,0.6827,,,
2014-05-22,3747.334,3748.93,3788.056,3744.604,3746.14,-1.194,-0.0319,30960985,28187212018,0.8765,,,
2014-05-23,3746.14,3742.991,3786.563,3742.98,3786.563,40.423,1.0791,28877233,26927286960,0.817,,,
2014-05-26,3786.563,3798.73,3827.59,3798.73,3827.487,40.924,1.0808,33396372,33591791346,0.9445,,,
2014-05-27,3827.487,3825.373,3834.421,3812.886,3818.322,-9.165,-0.2395,32742760,31962326173,0.9261,,,
2014-05-28,3818.322,3818.354,3862.104,3812.997,3861.588,43.266,1.1331,36774765,35782559652,1.0349,,,
2014-05-29,3861.588,3862.298,3874.102,3821.424,3821.867,-39.721,-1.0286,37364674,37967022147,1.0515,,,
2014-05-30,3821.867,3818.47,3840.864,3798.805,3829.238,7.371,0.1929,34479814,33847052964,0.9687,,,
2014-06-03,3829.238,3833.12,3845.481,3821.428,3823.027,-6.211,-0.1622,30154991,29295593636,0.8446,,,
2014-06-04,3823.027,3820.5,3820.762,3760.291,3789.294,-33.733,-0.8824,30240407,28984446831,0.8461,,,
2014-06-05,3789.294,3783.883,3832.384,3779.992,3832.055,42.761,1.1285,29580727,28079556690,0.8277,,,
2014-06-06,3832.055,3833.378,3837.401,3800.086,3818.333,-13.722,-0.3581,29926322,28796450162,0.8372,,,
2014-06-09,3818.333,3809.585,3830.604,3795.173,3797.429,-20.904,-0.5475,26819523,26434007582,0.7486,,,
2014-06-10,3797.429,3801.509,3840.243,3784.053,3840.019,42.59,1.1215,30297387,30344459226,0.8454,,,
2014-06-11,3840.019,3838.668,3859.034,3832.534,3858.051,18.032,0.4696,31915295,32291652022,0.8892,,,
2014-06-12,3858.051,3851.233,3857.908,3832.944,3850.113,-7.938,-0.2058,35134918,34175926746,0.9774,,,
2014-06-13,3850.113,3846.622,3894.543,3843.623,3891.557,41.444,1.0764,39840797,40322196684,1.1084,,,
2014-06-16,3891.557,3893.918,3915.215,3893.166,3914.981,23.424,0.6019,39294758,41025140790,0.9832,,,
2014-06-17,3914.981,3909.618,3909.618,3876.23,3879.344,-35.637,-0.9103,39860754,39004922894,1.1161,,,
2014-06-18,3879.344,3878.694,3881.392,3855.231,3858.099,-21.245,-0.5476,40688671,39421196527,1.1366,,,
2014-06-19,3858.099,3853.59,3860.303,3739.412,3755.694,-102.405,-2.6543,43351490,40226893351,1.2104,,,
2014-06-20,3755.694,3751.179,3789.41,3751.081,3789.342,33.648,0.8959,29331630,27250323579,0.818,,,
2014-06-23,3789.342,3790.844,3827.828,3790.839,3815.879,26.537,0.7003,32200351,30811520126,0.8951,,,
2014-06-24,3815.879,3814.527,3839.594,3812.753,3839.203,23.324,0.6112,34149694,33396771453,0.9485,,,
2014-06-25,3839.203,3835.59,3835.59,3803.292,3814.03,-25.173,-0.6557,30419894,29769187329,0.8445,,,
2014-06-26,3814.03,3812.907,3863.095,3812.907,3861.95,47.92,1.2564,40550701,38363054368,1.1256,,,
2014-06-27,3861.95,3861.097,3905.543,3853.75,3889.323,27.373,0.7088,48476120,44256525709,1.3427,,,
2014-06-30,3889.323,3895.149,3925.442,3889.645,3924.903,35.58,0.9148,49209663,45852764409,1.3621,,,
2014-07-01,3924.903,3927.483,3951.919,3917.53,3951.726,26.823,0.6834,48813985,46780257365,1.3507,,,
2014-07-02,3951.726,3950.473,3979.371,3937.239,3979.31,27.584,0.698,52966357,49258527917,1.4655,,,
2014-07-03,3979.31,3978.816,4026.065,3972.117,4019.647,40.337,1.0137,61184094,55067891148,1.6929,,,
2014-07-04,4019.647,4018.39,4022.217,3997.76,4004.561,-15.086,-0.3753,55166389,49997473982,1.5262,,,
2014-07-07,4004.561,4004.097,4024.368,3992.281,4014.488,9.927,0.2479,51197153,48129086313,1.4157,,,
2014-07-08,4014.488,4012.551,4039.922,3982.332,4039.707,25.219,0.6282,50180744,50114329367,1.3876,,,
2014-07-09,4039.707,4033.819,4047.382,3981.252,3982.404,-57.303,-1.4185,56944645,56785289590,1.5753,,,
2014-07-10,3982.404,3980.501,4008.126,3975.704,3982.198,-0.206,-0.0052,48708484,49693965459,1.3474,,,
2014-07-11,3982.198,3979.73,4033.885,3978.1,4029.751,47.553,1.1941,53074687,52241335022,1.4682,,,
2014-07-14,4029.751,4033.708,4090.802,4033.695,4090.802,61.051,1.515,60592480,58095423357,1.674,,,
2014-07-15,4090.802,4089.346,4098.28,4063.602,4093.113,2.311,0.0565,66833998,60773689964,1.8464,,,
2014-07-16,4093.113,4089.649,4105.015,4046.549,4062.119,-30.994,-0.7572,59414417,54188896321,1.6375,,,
2014-07-17,4062.119,4055.906,4055.906,4006.283,4031.44,-30.679,-0.7552,49988358,44531890407,1.3777,,,
2014-07-18,4031.44,4018.358,4066.176,4012.508,4042.521,11.081,0.2749,49582586,44684250153,1.3665,,,
2014-07-21,4042.521,4038.741,4048.938,4017.453,4030.242,-12.279,-0.3037,44186094,40783090203,1.2105,,,
2014-07-22,4030.242,4024.421,4086.111,4023.016,4083.288,53.046,1.3162,54673016,50308587198,1.4971,,,
2014-07-23,4083.288,4083.08,4094.649,4042.041,4057.113,-26.175,-0.641,58518276,52667947011,1.6023,,,
2014-07-24,4057.113,4055.145,4073.863,4013.555,4054.223,-2.89,-0.0712,62738287,54485179264,1.7179,,,
2014-07-25,4054.223,4052.032,4089.801,4047.873,4089.801,35.578,0.8776,55043408,49022362222,1.5072,,,
2014-07-28,4089.801,4106.992,4168.393,4106.992,4168.373,78.572,1.9212,79528351,70428854394,2.176,,,
2014-07-29,4168.373,4173.17,4221.575,4167.273,4207.862,39.489,0.9473,80760831,75538996027,2.2088,,,
2014-07-30,4207.862,4198.41,4220.214,4184.354,4214.836,6.974,0.1657,69146676,68380608506,1.8912,,,
2014-07-31,4214.836,4211.067,4257.414,4208.57,4257.045,42.209,1.0014,65711040,65347460960,1.7951,,,
2014-08-01,4257.045,4242.299,4268.434,4201.924,4210.219,-46.826,-1.1,78171893,74451501289,2.1364,,,
2014-08-04,4210.219,4213.114,4278.847,4213.114,4278.847,68.628,1.63,66083148,61712975929,1.806,,,
2014-08-05,4278.847,4284.145,4300.505,4262.764,4300.12,21.273,0.4972,74379616,68408087519,2.0314,,,
2014-08-06,4300.12,4291.63,4336.757,4276.676,4328.601,28.481,0.6623,74507248,70105526860,2.0348,,,
2014-08-07,4328.601,4329.301,4348.194,4284.221,4286.09,-42.511,-0.9821,71135738,67096777592,1.9427,,,
2014-08-08,4286.09,4287.941,4317.931,4283.606,4311.697,25.607,0.5974,57397716,56641088555,1.5675,,,
2014-08-11,4311.697,4317.347,4377.244,4317.347,4377.018,65.321,1.515,64798592,63782885172,1.7692,,,
2014-08-12,4377.018,4378.247,4400.002,4370.226,4399.806,22.788,0.5206,67262929,66976600235,1.8336,,,
2014-08-13,4399.806,4399.403,4410.462,4347.368,4401.809,2.003,0.0455,73110600,72425032488,1.9899,,,
2014-08-14,4401.809,4397.207,4426.47,4368.707,4373.504,-28.305,-0.643,74617880,71659794240,2.0309,,,
2014-08-15,4373.504,4372.771,4428.973,4368.337,4423.636,50.132,1.1463,64972287,64887976007,1.7683,,,
2014-08-18,4423.636,4434.175,4483.568,4434.175,4483.544,59.908,1.3543,71526261,72487150029,1.9466,,,
2014-08-19,4483.544,4491.169,4500.802,4461.981,4496.938,13.394,0.2987,77521491,80824709275,2.1063,,,
2014-08-20,4496.938,4495.823,4521.25,4481.92,4497.399,0.461,0.0103,76368692,74592337197,2.075,,,
2014-08-21,4497.399,4498.493,4501.661,4442.644,4495.44,-1.959,-0.0436,72257054,72267555378,1.9585,,,
2014-08-22,4495.44,4491.628,4526.239,4478.794,4521.752,26.312,0.5853,72034759,71989848481,1.9521,,,
2014-08-25,4521.752,4521.809,4522.704,4476.198,4487.142,-34.61,-0.7654,67975469,69175500425,1.8421,,,
2014-08-26,4487.142,4474.454,4490.902,4390.111,4407.588,-79.554,-1.7729,69606911,68801722151,1.8863,,,
2014-08-27,4407.588,4401.876,4432.151,4401.668,4421.212,13.624,0.3091,54359738,57056865409,1.4732,,,
2014-08-28,4421.212,4423.764,4431.577,4368.669,4381.494,-39.718,-0.8984,54355982,55709092923,1.4713,,,
2014-08-29,4381.494,4378.624,4427.879,4370.853,4427.879,46.385,1.0587,43722812,45962091441,1.1835,,,
2014-09-01,4427.879,4436.546,4507.486,4436.108,4507.442,79.563,1.7969,57685418,62594382274,1.5614,,,
2014-09-02,4507.442,4519.242,4576.12,4514.733,4576.12,68.678,1.5237,84153838,87290950658,2.2775,,,
2014-09-03,4576.12,4582.479,4612.334,4571.946,4608.557,32.437,0.7088,87927134,91114137216,2.3782,,,
2014-09-04,4608.557,4611.562,4648.222,4598.864,4647.886,39.329,0.8534,94318100,95294218772,2.551,,,
2014-09-05,4647.886,4654.515,4666.918,4629.176,4666.474,18.588,0.3999,90826617,91527801339,2.4566,,,
2014-09-09,4666.474,4672.109,4701.944,4643.381,4701.699,35.225,0.7549,89284306,90541430064,2.4148,,,
2014-09-10,4701.699,4686.117,4713.959,4662.181,4709.909,8.21,0.1746,86187344,86626217303,2.3293,,,
